,context,by,when,post
78,crash,Catalin,Aug 6 @ 11:35am ,"Fully agree. For sure I will post a really bad review for the game. Lots of bugs since the moment I bought it. And lots of random crashes. It\\\'s a really fun and nice game, but with bugs everywhere."
79,crash,Aug 11 @ 3:10pm,Just started playing.... And now my Save File is corrupted....,So I\\\'ve been enjoying the game and working hard on a safe file. (My first one) and now I can\\\'t load it without the game crashing. Now I\\\'m pretty upset.How do games still allow this to happen? Horrible coding?All I did was change their schedules while the game was paused then I unpaused and BAM.. Game freezes every load now.WHY?!? This game is like 5 years old... Right? I\\\'m So tempted to get a refund.. I don\\\'t even really want to start a new prison either. I was having fun on my other one.Shame.
80,crash,acxam,"Jun 28, 2013 @ 11:50am ","Guys, campaighn bug is still unfixed, the game crashes when the chapter 1 Death Row apears on the screen once the guy kills his cheating wife"
81,crash,xe3\\x80\\x8e DotHyphen \\xe3\\x80\\x8f,"Jun 7, 2013 @ 9:47am ",I have the game on my other account but it wont work on there im using win 8 But it crashes
82,crash,Originally posted by murgh:Tell these people to edit with notepad++ because the standard notepad in windows fks up with big files. It works just fine with windows notepad :),Originally posted by murgh:,"Originally posted by Am I Will?:Originally posted by murgh:Tell these people to edit with notepad++ because the standard notepad in windows fks up with big files. It works just fine with windows notepad :) No it does not. Only with small files. But .prison saves can become huge beasts of 15MB or more, and when you try to open such a file in the standard notepad, it will truncate the file, rendering your save useless. If it doesn\\\'t crash before that. It\\\'s simply not designed to handle large files. Notepad++ has no problems dealing with them."
83,crash,"Originally posted by Am I Will?:Originally posted by murgh:Tell these people to edit with notepad++ because the standard notepad in windows fks up with big files. It works just fine with windows notepad :) No it does not. Only with small files. But .prison saves can become huge beasts of 15MB or more, and when you try to open such a file in the standard notepad, it will truncate the file, rendering your save useless. If it doesn\\\'t crash before that. It\\\'s simply not designed to handle large files. Notepad++ has no problems dealing with them.",Originally posted by Am I Will?:,"Originally posted by murgh:Originally posted by Am I Will?:It works just fine with windows notepad :) No it does not. Only with small files. But .prison saves can become huge beasts of 15MB or more, and when you try to open such a file in the standard notepad, it will truncate the file, rendering your save useless. If it doesn\\\'t crash before that. It\\\'s simply not designed to handle large files. Notepad++ has no problems dealing with them. Ahh ok sorry, It just worked with mine so i thought otherwise. My bad :)"
84,crash,bear,Aug 5 @ 2:17pm,Game crashing
85,crash,Jun 20 @ 4:57am,Sold my Prison and it crashed now what?,"So I recently tried to sell my prison for 1,700,000 but when I pressed the button the game crashed. I thought ""Oh well auto save should have my back i\\\'ll just have to maybe play through another day or two and try again""... but nope. It says that i sold the prison but I don\\\'t have my new balance to start with. Anyone know how to help or is it just gone?"
86,crash,Jun 23 @ 1:36pm,Game Keeps Crashing since latest update today,Since the latest update * The Rock 1.0* every time i keep trying to load my existing maps i\\\'m building the game just crashes without any fault of explanation. I have tested the integrity and so on but nothing will work
87,crash,Game won\\\'t launch,Crash after hovering a specific area of the map,My game wont Luatch it just has a Black screen and htne crashes plz help me
88,crash,Jun 16 @ 9:14pm,Crash when loading a save game,"Hey there,I ran into the problem that I cannot load my current prison as both the last save and the last autosave crash on load.- Linux / Proton / Safe Mode (because of the bugged launcher)- I successfully played through the campaign and did not run into any problems ingame- I saved when I couldn\\\'t alter a specific cell in a section of my prison I just built some minutes before (and wanted to reload after that)- sadly, I got no working earlier save for this prison anymore, although the one I had started with had been working before :(Map Settings / Mutations (no mods / custom stuff, no DLCs):- Prison for women- Big Map- Jungle- Ruins when starting the game- Weather- Everything must be delivered- Trees grow back- Staff has needs- Prisoners traits can change- Prisoners can have lots of traits- Events- Prisoners climb fences- Escape plansIs there anything I can do to restore the savegame? What causes the crashes?The .dmphttp://www.filedropper.com/crash202061744721I opened the .dmp with radare2 Cutter, but I couldn\\\'t discover anything helpful in there.How to analyze the.dmp?The savegamehttp://www.filedropper.com/kaiyaAs the savegame seems to store information on all the cells separately, I guess the save can be restored by manual alteration?The bugged area during play is located in the upper left corner in the building with the rusty walls (there is just this one) at (14,14). Third row of solitary cells, somewhere in the middle, is a small ""normal"" cell, and that one was the buggy one."
89,crash,John_McBeth,Jun 4 @ 2:41pm,"launching new or old saved prison = game crash, game is unplayable"
90,crash,Aug 3 @ 9:38pm,Game crashing,"Last night I was playing a game thats been going strong for over 20-25 hours worth when my game autosaved, and then crashed. I loaded back up and the autosave had gone through so I played a little more then manually saved and exited out. The next day, today I turned the game on and played about 20 minutes when I suddenly crashed again. I loaded up and played for about 5 minutes and went to manual save and the game crashed as soon as I hit the save button. Now I seem to be unable to launch the game, I tried several times and got to the main menu screen but crashed as soon as I tried to load an older save, from before this started. I havent been able to get to the main menu since then.  I validated the game and said was fine. If it was my saves being corrupted I should be able to make it to the main menu at least. When I googled the issue all posts were from several years ago and usually state that an update  fixed the saved game issue. Not sure what to do at this point."
91,crash,Aug 5 @ 4:06am,"Allo les bugs, ici la France","Salut, j\\\'aimerais beaucoup pouvoir traduire en anglais ce que je vais dire si les devs ne peuvent pas le faire u_u. J\\\'ai lu et relu les discussions et j\\\'ai un petit listing sur les bugs que je vois depuis que j\\\'ai pris le dernier DLC du jeu (voir avant), donc ma liste s\\\'additionne \\xc3\\xa0 d\\\'autres : - Je ne m\\\'\\xc3\\xa9tonne plus de voir des prisonniers mourir parce qu\\\'ils cr\\xc3\\xa8vent la dalle, que l\\\'on mette un seul ou 40 cuistots, \\xc3\\xa0 peine 10% (des fois moins) des repas sont servis (merci l\\\'apprentissage de l\\\'optimisation des cuisines et des cantines pour voir ses prisonniers partir en live parce qu\\\'ils ont pas mang\\xc3\\xa9 peu importe la manip pour essayer de d\\xc3\\xa9buguer \\xc3\\xa7a)-Dans le parloir, quand plusieurs cabines sont align\\xc3\\xa9es et coll\\xc3\\xa9es d\\\'une part et d\\\'autre de murs (histoire que les prisonnier ne passent pas du c\\xc3\\xb4t\\xc3\\xa9 visiteur), a chaque fin de visite le jeu bug et les visiteurs passent du c\\xc3\\xb4t\\xc3\\xa9 prisonnier et inversement. Cependant tout fonctionne si, coll\\xc3\\xa9 a un mur je met une table de parloir, puis coll\\xc3\\xa9 a cette table une cabine, puis une autre table coll\\xc3\\xa9 a l\\\'autre mur, que de techniques pour surpass\\xc3\\xa9 le bug (au moins \\xc3\\xa7a m\\\'occupe pendant que d\\\'autres cr\\xc3\\xa8ve la faim). -Ca fait depuis le DLC psy que \\xc3\\xa7a le fait, mais si les personnes a l\\\'HP ne peuvent pas passer en conditionnelle, \\xc3\\xa7a sert a quoi de mette ""15 personnes en attente de conditionnelle"" si je peux en placer que 3 ou 4  r\\xc3\\xa9ellement ? C\\\'est minime mais \\xc3\\xa7a me parait tout con a r\\xc3\\xa9soudre pour le c\\xc3\\xb4t\\xc3\\xa9 gestion. Ou alors il faut mettre la salle de conditionnelle pour les ali\\xc3\\xa9n\\xc3\\xa9 uniquement ? Expliquez moi. En plus du c\\xc3\\xb4t\\xc3\\xa9 bug vis \\xc3\\xa0 vis des cuistots, j\\\'ai la sensation qu\\\'il faut bient\\xc3\\xb4t un gardien par prisonnier si on veut que la prison tourne (et un aide soignant par ali\\xc3\\xa9n\\xc3\\xa9), des fois ils partent en patrouille alors qu\\\'il n\\\'y a pas de patrouille a certains endroits, des fois ils ouvrent la porte \\xc3\\xa0 des prisonnier histoire qu\\\'ils s\\\'\\xc3\\xa9vadent du coup \\xc3\\xa7a me cr\\xc3\\xa9er une \\xc3\\xa9meute et tous le monde veut s\\\'enfuir (et z\\\'est partiii). En 3 ans de jeu, le seul bug que je ne vois plus c\\\'est le fait que le jeu crash a r\\xc3\\xa9p\\xc3\\xa9tition quand un gardien met un coup de taser pendant une bagarre. Est ce r\\xc3\\xa9ellement tous les joueurs paient pour des bugs a la con ? Et du coup si vous avez r\\xc3\\xa9ponse \\xc3\\xa0 cette question n\\\'h\\xc3\\xa9sitez pas : Constatez-vous des bugs si vous ne prenez pas les ali\\xc3\\xa9n\\xc3\\xa9s ? (Une zonzon normale quoi)."
